great_walk,seasonality,hut_or_campsite,measure,date,count
Whanganui Journey - Great Walk,Seasonal,Mangapurua Campsite,Capacity,1/08/2012,
Whanganui Journey - Great Walk,Seasonal,Mangawaiiti Campsite,BookedUnits,1/08/2012,
Whanganui Journey - Great Walk,Seasonal,Mangawaiiti Campsite,Capacity,1/08/2012,
Whanganui Journey - Great Walk,Seasonal,Ngaporo Campsite,BookedUnits,1/08/2012,
Whanganui Journey - Great Walk,Seasonal,Ngaporo Campsite,Capacity,1/08/2012,
Whanganui Journey - Great Walk,Seasonal,Ohauora Campsite,BookedUnits,1/08/2012,
Whanganui Journey - Great Walk,Seasonal,Ohauora Campsite,Capacity,1/08/2012,
Whanganui Journey - Great Walk,Seasonal,Ohinepane Campsite,BookedUnits,1/08/2012,
Whanganui Journey - Great Walk,Seasonal,Ohinepane Campsite,Capacity,1/08/2012,
Whanganui Journey - Great Walk,Seasonal,Poukaria Campsite,BookedUnits,1/08/2012,
Whanganui Journey - Great Walk,Seasonal,Poukaria Campsite,Capacity,1/08/2012,
Whanganui Journey - Great Walk,Seasonal,Tieke Campsite,BookedUnits,1/08/2012,
Whanganui Journey - Great Walk,Seasonal,Tieke Campsite,Capacity,1/08/2012,
Whanganui Journey - Great Walk,Seasonal,Tieke Kainga Hut,BookedUnits,1/08/2012,
Whanganui Journey - Great Walk,Seasonal,Tieke Kainga Hut,Capacity,1/08/2012,
Whanganui Journey - Great Walk,Seasonal,Whakahoro Bunkroom,BookedUnits,1/08/2012,
Whanganui Journey - Great Walk,Seasonal,Whakahoro Bunkroom,Capacity,1/08/2012,
Whanganui Journey - Great Walk,Seasonal,Whakahoro Campsite,BookedUnits,1/08/2012,
Whanganui Journey - Great Walk,Seasonal,Whakahoro Campsite,Capacity,1/08/2012,
Abel Tasman Coast Track - Great Walk,Year-round,Akersten Bay Campsite,BookedUnits,1/09/2012,3
Abel Tasman Coast Track - Great Walk,Year-round,Akersten Bay Campsite,Capacity,1/09/2012,174
Abel Tasman Coast Track - Great Walk,Year-round,Anapai Bay Campsite,BookedUnits,1/09/2012,5
Abel Tasman Coast Track - Great Walk,Year-round,Anapai Bay Campsite,Capacity,1/09/2012,360
Abel Tasman Coast Track - Great Walk,Year-round,Anchorage Campsite,BookedUnits,1/09/2012,56
Abel Tasman Coast Track - Great Walk,Year-round,Anchorage Campsite,Capacity,1/09/2012,2900
Abel Tasman Coast Track - Great Walk,Year-round,Anchorage Hut,BookedUnits,1/09/2012,334
Abel Tasman Coast Track - Great Walk,Year-round,Anchorage Hut,Capacity,1/09/2012,986
Abel Tasman Coast Track - Great Walk,Year-round,Apple Tree Bay Campsite,BookedUnits,1/09/2012,9
Abel Tasman Coast Track - Great Walk,Year-round,Apple Tree Bay Campsite,Capacity,1/09/2012,870
Abel Tasman Coast Track - Great Walk,Year-round,Awaroa Campsite,BookedUnits,1/09/2012,14
Abel Tasman Coast Track - Great Walk,Year-round,Awaroa Campsite,Capacity,1/09/2012,1008
Abel Tasman Coast Track - Great Walk,Year-round,Awaroa Hut,BookedUnits,1/09/2012,115
Abel Tasman Coast Track - Great Walk,Year-round,Awaroa Hut,Capacity,1/09/2012,676
Abel Tasman Coast Track - Great Walk,Year-round,Bark Bay Campsite,BookedUnits,1/09/2012,50
Abel Tasman Coast Track - Great Walk,Year-round,Bark Bay Campsite,Capacity,1/09/2012,2320
Abel Tasman Coast Track - Great Walk,Year-round,Bark Bay Hut,BookedUnits,1/09/2012,250
Abel Tasman Coast Track - Great Walk,Year-round,Bark Bay Hut,Capacity,1/09/2012,986
Abel Tasman Coast Track - Great Walk,Year-round,Coquille Campsite,BookedUnits,1/09/2012,0
Abel Tasman Coast Track - Great Walk,Year-round,Coquille Campsite,Capacity,1/09/2012,360
Abel Tasman Coast Track - Great Walk,Year-round,Huffams Overflow Campsite,BookedUnits,1/09/2012,0
Abel Tasman Coast Track - Great Walk,Year-round,Huffams Overflow Campsite,Capacity,1/09/2012,300
Abel Tasman Coast Track - Great Walk,Year-round,Mosquito Bay Campsite (water access only),BookedUnits,1/09/2012,14
Abel Tasman Coast Track - Great Walk,Year-round,Mosquito Bay Campsite (water access only),Capacity,1/09/2012,1080
Abel Tasman Coast Track - Great Walk,Year-round,Mutton Cove Campsite,BookedUnits,1/09/2012,7
Abel Tasman Coast Track - Great Walk,Year-round,Mutton Cove Campsite,Capacity,1/09/2012,1200
Abel Tasman Coast Track - Great Walk,Year-round,Observation Beach Campsite,BookedUnits,1/09/2012,2
Abel Tasman Coast Track - Great Walk,Year-round,Observation Beach Campsite,Capacity,1/09/2012,348
Abel Tasman Coast Track - Great Walk,Year-round,Onetahuti Bay Campsite,BookedUnits,1/09/2012,27
Abel Tasman Coast Track - Great Walk,Year-round,Onetahuti Bay Campsite,Capacity,1/09/2012,1200
Abel Tasman Coast Track - Great Walk,Year-round,Te Pukatea Bay Campsite,BookedUnits,1/09/2012,21
Abel Tasman Coast Track - Great Walk,Year-round,Te Pukatea Bay Campsite,Capacity,1/09/2012,406
Abel Tasman Coast Track - Great Walk,Year-round,Tinline Campsite,BookedUnits,1/09/2012,29
Abel Tasman Coast Track - Great Walk,Year-round,Tinline Campsite,Capacity,1/09/2012,780
Abel Tasman Coast Track - Great Walk,Year-round,Tonga Quarry Campsite,BookedUnits,1/09/2012,2
Abel Tasman Coast Track - Great Walk,Year-round,Tonga Quarry Campsite,Capacity,1/09/2012,540
Abel Tasman Coast Track - Great Walk,Year-round,Torrent Bay Village Campsite,BookedUnits,1/09/2012,5
Abel Tasman Coast Track - Great Walk,Year-round,Torrent Bay Village Campsite,Capacity,1/09/2012,560
Abel Tasman Coast Track - Great Walk,Year-round,Totaranui Great Walk Campsite,BookedUnits,1/09/2012,34
Abel Tasman Coast Track - Great Walk,Year-round,Totaranui Great Walk Campsite,Capacity,1/09/2012,1160
Abel Tasman Coast Track - Great Walk,Year-round,Waiharakeke Bay Campsite,BookedUnits,1/09/2012,22
Abel Tasman Coast Track - Great Walk,Year-round,Waiharakeke Bay Campsite,Capacity,1/09/2012,560
Abel Tasman Coast Track - Great Walk,Year-round,Watering Cove Campsite,BookedUnits,1/09/2012,2
Abel Tasman Coast Track - Great Walk,Year-round,Watering Cove Campsite,Capacity,1/09/2012,300
Abel Tasman Coast Track - Great Walk,Year-round,Whariwharangi Bay Campsite,BookedUnits,1/09/2012,10
Abel Tasman Coast Track - Great Walk,Year-round,Whariwharangi Bay Campsite,Capacity,1/09/2012,1120
Abel Tasman Coast Track - Great Walk,Year-round,Whariwharangi Hut,BookedUnits,1/09/2012,67
Abel Tasman Coast Track - Great Walk,Year-round,Whariwharangi Hut,Capacity,1/09/2012,540
Heaphy Track - Great Walk,Year-round,Aorere Campsite,BookedUnits,1/09/2012,4
Heaphy Track - Great Walk,Year-round,Aorere Campsite,Capacity,1/09/2012,290
Heaphy Track - Great Walk,Year-round,Brown Campsite,BookedUnits,1/09/2012,13
Heaphy Track - Great Walk,Year-round,Brown Campsite,Capacity,1/09/2012,540
Heaphy Track - Great Walk,Year-round,Brown Hut,BookedUnits,1/09/2012,67
Heaphy Track - Great Walk,Year-round,Brown Hut,Capacity,1/09/2012,416
Heaphy Track - Great Walk,Year-round,Gouland Downs Campsite,BookedUnits,1/09/2012,2
Heaphy Track - Great Walk,Year-round,Gouland Downs Campsite,Capacity,1/09/2012,250
Heaphy Track - Great Walk,Year-round,Gouland Downs Hut,BookedUnits,1/09/2012,22
Heaphy Track - Great Walk,Year-round,Gouland Downs Hut,Capacity,1/09/2012,224
Heaphy Track - Great Walk,Year-round,Heaphy Campsite,BookedUnits,1/09/2012,11
Heaphy Track - Great Walk,Year-round,Heaphy Campsite,Capacity,1/09/2012,1040
Heaphy Track - Great Walk,Year-round,Heaphy Hut,BookedUnits,1/09/2012,199
Heaphy Track - Great Walk,Year-round,Heaphy Hut,Capacity,1/09/2012,896
Heaphy Track - Great Walk,Year-round,Katipo Creek Shelter Campsite,BookedUnits,1/09/2012,1
Heaphy Track - Great Walk,Year-round,Katipo Creek Shelter Campsite,Capacity,1/09/2012,300
Heaphy Track - Great Walk,Year-round,Lewis Hut,BookedUnits,1/09/2012,430
Heaphy Track - Great Walk,Year-round,Lewis Hut,Capacity,1/09/2012,600
Heaphy Track - Great Walk,Year-round,Mackay Campsite,BookedUnits,1/09/2012,10
Heaphy Track - Great Walk,Year-round,Mackay Campsite,Capacity,1/09/2012,232
Heaphy Track - Great Walk,Year-round,Mackay Hut,BookedUnits,1/09/2012,214
Heaphy Track - Great Walk,Year-round,Mackay Hut,Capacity,1/09/2012,728
Heaphy Track - Great Walk,Year-round,Perry Saddle Campsite,BookedUnits,1/09/2012,
Heaphy Track - Great Walk,Year-round,Perry Saddle Campsite,Capacity,1/09/2012,
Heaphy Track - Great Walk,Year-round,Perry Saddle Hut,BookedUnits,1/09/2012,146
Heaphy Track - Great Walk,Year-round,Perry Saddle Hut,Capacity,1/09/2012,840
Heaphy Track - Great Walk,Year-round,Saxon Campsite,BookedUnits,1/09/2012,2
Heaphy Track - Great Walk,Year-round,Saxon Campsite,Capacity,1/09/2012,270
Heaphy Track - Great Walk,Year-round,Saxon Hut,BookedUnits,1/09/2012,106
Heaphy Track - Great Walk,Year-round,Saxon Hut,Capacity,1/09/2012,400
Heaphy Track - Great Walk,Year-round,Scotts Beach Campsite,BookedUnits,1/09/2012,0
Heaphy Track - Great Walk,Year-round,Scotts Beach Campsite,Capacity,1/09/2012,600
Kepler Track - Great Walk,Seasonal,Brod Bay Campsite,BookedUnits,1/09/2012,
Kepler Track - Great Walk,Seasonal,Brod Bay Campsite,Capacity,1/09/2012,
Kepler Track - Great Walk,Seasonal,Iris Burn Campsite,BookedUnits,1/09/2012,
Kepler Track - Great Walk,Seasonal,Iris Burn Campsite,Capacity,1/09/2012,
Kepler Track - Great Walk,Seasonal,Iris Burn Hut,BookedUnits,1/09/2012,
Kepler Track - Great Walk,Seasonal,Iris Burn Hut,Capacity,1/09/2012,
Kepler Track - Great Walk,Seasonal,Luxmore Hut,BookedUnits,1/09/2012,
Kepler Track - Great Walk,Seasonal,Luxmore Hut,Capacity,1/09/2012,
Kepler Track - Great Walk,Seasonal,Moturau Hut,BookedUnits,1/09/2012,
Kepler Track - Great Walk,Seasonal,Moturau Hut,Capacity,1/09/2012,
Lake Waikaremoana Track - Great Walk,Year-round,Korokoro Campsite,BookedUnits,1/09/2012,6
Lake Waikaremoana Track - Great Walk,Year-round,Korokoro Campsite,Capacity,1/09/2012,540
Lake Waikaremoana Track - Great Walk,Year-round,Marauiti Hut,BookedUnits,1/09/2012,76
Lake Waikaremoana Track - Great Walk,Year-round,Marauiti Hut,Capacity,1/09/2012,625
Lake Waikaremoana Track - Great Walk,Year-round,Maraunui Campsite,BookedUnits,1/09/2012,6
Lake Waikaremoana Track - Great Walk,Year-round,Maraunui Campsite,Capacity,1/09/2012,500
Lake Waikaremoana Track - Great Walk,Year-round,Panekire Hut,BookedUnits,1/09/2012,144
Lake Waikaremoana Track - Great Walk,Year-round,Panekire Hut,Capacity,1/09/2012,972
Lake Waikaremoana Track - Great Walk,Year-round,Tapuaenui campsite,BookedUnits,1/09/2012,3
Lake Waikaremoana Track - Great Walk,Year-round,Tapuaenui campsite,Capacity,1/09/2012,560
Lake Waikaremoana Track - Great Walk,Year-round,Waiharuru  Campsite,BookedUnits,1/09/2012,11
Lake Waikaremoana Track - Great Walk,Year-round,Waiharuru  Campsite,Capacity,1/09/2012,560
Lake Waikaremoana Track - Great Walk,Year-round,Waiharuru Hut,BookedUnits,1/09/2012,73
Lake Waikaremoana Track - Great Walk,Year-round,Waiharuru Hut,Capacity,1/09/2012,1080
Lake Waikaremoana Track - Great Walk,Year-round,Waiopaoa Campsite,BookedUnits,1/09/2012,9
Lake Waikaremoana Track - Great Walk,Year-round,Waiopaoa Campsite,Capacity,1/09/2012,540
Lake Waikaremoana Track - Great Walk,Year-round,Waiopaoa Hut,BookedUnits,1/09/2012,84
Lake Waikaremoana Track - Great Walk,Year-round,Waiopaoa Hut,Capacity,1/09/2012,780
Lake Waikaremoana Track - Great Walk,Year-round,Whanganui Hut,BookedUnits,1/09/2012,12
Lake Waikaremoana Track - Great Walk,Year-round,Whanganui Hut,Capacity,1/09/2012,450
Milford Track - Great Walk,Seasonal,Clinton Hut,BookedUnits,1/09/2012,
Milford Track - Great Walk,Seasonal,Clinton Hut,Capacity,1/09/2012,
Milford Track - Great Walk,Seasonal,Dumpling Hut,BookedUnits,1/09/2012,
Milford Track - Great Walk,Seasonal,Dumpling Hut,Capacity,1/09/2012,
Milford Track - Great Walk,Seasonal,Mintaro Hut,BookedUnits,1/09/2012,
Milford Track - Great Walk,Seasonal,Mintaro Hut,Capacity,1/09/2012,
Rakiura Track - Great Walk,Year-round,Maori Beach Campsite,BookedUnits,1/09/2012,2
Rakiura Track - Great Walk,Year-round,Maori Beach Campsite,Capacity,1/09/2012,480
Rakiura Track - Great Walk,Year-round,North Arm Campsite,BookedUnits,1/09/2012,5
Rakiura Track - Great Walk,Year-round,North Arm Campsite,Capacity,1/09/2012,480
Rakiura Track - Great Walk,Year-round,North Arm Hut,BookedUnits,1/09/2012,52
Rakiura Track - Great Walk,Year-round,North Arm Hut,Capacity,1/09/2012,720
Rakiura Track - Great Walk,Year-round,Port William Campsite,BookedUnits,1/09/2012,4
Rakiura Track - Great Walk,Year-round,Port William Campsite,Capacity,1/09/2012,480
Rakiura Track - Great Walk,Year-round,Port William Hut,BookedUnits,1/09/2012,49
Rakiura Track - Great Walk,Year-round,Port William Hut,Capacity,1/09/2012,720
Routeburn Track - Great Walk,Seasonal,Lake Howden Hut,BookedUnits,1/09/2012,
Routeburn Track - Great Walk,Seasonal,Lake Howden Hut,Capacity,1/09/2012,
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Campsite,BookedUnits,1/09/2012,
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Campsite,Capacity,1/09/2012,
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Hut,BookedUnits,1/09/2012,
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Hut,Capacity,1/09/2012,
Routeburn Track - Great Walk,Seasonal,Routeburn Falls Hut,BookedUnits,1/09/2012,
Routeburn Track - Great Walk,Seasonal,Routeburn Falls Hut,Capacity,1/09/2012,
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Campsite,BookedUnits,1/09/2012,
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Campsite,Capacity,1/09/2012,
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Hut,BookedUnits,1/09/2012,
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Hut,Capacity,1/09/2012,
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Campsite,BookedUnits,1/09/2012,
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Campsite,Capacity,1/09/2012,
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Hut,BookedUnits,1/09/2012,
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Hut,Capacity,1/09/2012,
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Campsite,BookedUnits,1/09/2012,
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Campsite,Capacity,1/09/2012,
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Hut,BookedUnits,1/09/2012,
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Hut,Capacity,1/09/2012,
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Campsite,BookedUnits,1/09/2012,
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Campsite,Capacity,1/09/2012,
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Hut,BookedUnits,1/09/2012,
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Hut,Capacity,1/09/2012,
Whanganui Journey - Great Walk,Seasonal,John Coull Campsite,BookedUnits,1/09/2012,
Whanganui Journey - Great Walk,Seasonal,John Coull Campsite,Capacity,1/09/2012,
Whanganui Journey - Great Walk,Seasonal,John Coull Hut,BookedUnits,1/09/2012,
Whanganui Journey - Great Walk,Seasonal,John Coull Hut,Capacity,1/09/2012,
Whanganui Journey - Great Walk,Seasonal,Maharanui Campsite,BookedUnits,1/09/2012,
Whanganui Journey - Great Walk,Seasonal,Maharanui Campsite,Capacity,1/09/2012,
Whanganui Journey - Great Walk,Seasonal,Mangapapa Campsite,BookedUnits,1/09/2012,
Whanganui Journey - Great Walk,Seasonal,Mangapapa Campsite,Capacity,1/09/2012,
Whanganui Journey - Great Walk,Seasonal,Mangapurua Campsite,BookedUnits,1/09/2012,
Whanganui Journey - Great Walk,Seasonal,Mangapurua Campsite,Capacity,1/09/2012,
Whanganui Journey - Great Walk,Seasonal,Mangawaiiti Campsite,BookedUnits,1/09/2012,
Whanganui Journey - Great Walk,Seasonal,Mangawaiiti Campsite,Capacity,1/09/2012,
Whanganui Journey - Great Walk,Seasonal,Ngaporo Campsite,BookedUnits,1/09/2012,
Whanganui Journey - Great Walk,Seasonal,Ngaporo Campsite,Capacity,1/09/2012,
Whanganui Journey - Great Walk,Seasonal,Ohauora Campsite,BookedUnits,1/09/2012,
Whanganui Journey - Great Walk,Seasonal,Ohauora Campsite,Capacity,1/09/2012,
Whanganui Journey - Great Walk,Seasonal,Ohinepane Campsite,BookedUnits,1/09/2012,
Whanganui Journey - Great Walk,Seasonal,Ohinepane Campsite,Capacity,1/09/2012,
Whanganui Journey - Great Walk,Seasonal,Poukaria Campsite,BookedUnits,1/09/2012,
Whanganui Journey - Great Walk,Seasonal,Poukaria Campsite,Capacity,1/09/2012,
Whanganui Journey - Great Walk,Seasonal,Tieke Campsite,BookedUnits,1/09/2012,
Whanganui Journey - Great Walk,Seasonal,Tieke Campsite,Capacity,1/09/2012,
Whanganui Journey - Great Walk,Seasonal,Tieke Kainga Hut,BookedUnits,1/09/2012,
Whanganui Journey - Great Walk,Seasonal,Tieke Kainga Hut,Capacity,1/09/2012,
Whanganui Journey - Great Walk,Seasonal,Whakahoro Bunkroom,BookedUnits,1/09/2012,
Whanganui Journey - Great Walk,Seasonal,Whakahoro Bunkroom,Capacity,1/09/2012,
Whanganui Journey - Great Walk,Seasonal,Whakahoro Campsite,BookedUnits,1/09/2012,
Whanganui Journey - Great Walk,Seasonal,Whakahoro Campsite,Capacity,1/09/2012,
Abel Tasman Coast Track - Great Walk,Year-round,Akersten Bay Campsite,BookedUnits,1/10/2012,2
Abel Tasman Coast Track - Great Walk,Year-round,Akersten Bay Campsite,Capacity,1/10/2012,168
Abel Tasman Coast Track - Great Walk,Year-round,Anapai Bay Campsite,BookedUnits,1/10/2012,20
Abel Tasman Coast Track - Great Walk,Year-round,Anapai Bay Campsite,Capacity,1/10/2012,324
Abel Tasman Coast Track - Great Walk,Year-round,Anchorage Campsite,BookedUnits,1/10/2012,291
Abel Tasman Coast Track - Great Walk,Year-round,Anchorage Campsite,Capacity,1/10/2012,3e3
Abel Tasman Coast Track - Great Walk,Year-round,Anchorage Hut,BookedUnits,1/10/2012,497
Abel Tasman Coast Track - Great Walk,Year-round,Anchorage Hut,Capacity,1/10/2012,1054
Abel Tasman Coast Track - Great Walk,Year-round,Apple Tree Bay Campsite,BookedUnits,1/10/2012,29
Abel Tasman Coast Track - Great Walk,Year-round,Apple Tree Bay Campsite,Capacity,1/10/2012,810
Abel Tasman Coast Track - Great Walk,Year-round,Awaroa Campsite,BookedUnits,1/10/2012,110
Abel Tasman Coast Track - Great Walk,Year-round,Awaroa Campsite,Capacity,1/10/2012,1080
Abel Tasman Coast Track - Great Walk,Year-round,Awaroa Hut,BookedUnits,1/10/2012,259
Abel Tasman Coast Track - Great Walk,Year-round,Awaroa Hut,Capacity,1/10/2012,780
Abel Tasman Coast Track - Great Walk,Year-round,Bark Bay Campsite,BookedUnits,1/10/2012,202
Abel Tasman Coast Track - Great Walk,Year-round,Bark Bay Campsite,Capacity,1/10/2012,2320
Abel Tasman Coast Track - Great Walk,Year-round,Bark Bay Hut,BookedUnits,1/10/2012,403
Abel Tasman Coast Track - Great Walk,Year-round,Bark Bay Hut,Capacity,1/10/2012,1054
Abel Tasman Coast Track - Great Walk,Year-round,Coquille Campsite,BookedUnits,1/10/2012,0
Abel Tasman Coast Track - Great Walk,Year-round,Coquille Campsite,Capacity,1/10/2012,372
Abel Tasman Coast Track - Great Walk,Year-round,Huffams Overflow Campsite,BookedUnits,1/10/2012,0
Abel Tasman Coast Track - Great Walk,Year-round,Huffams Overflow Campsite,Capacity,1/10/2012,300
Abel Tasman Coast Track - Great Walk,Year-round,Mosquito Bay Campsite (water access only),BookedUnits,1/10/2012,42
Abel Tasman Coast Track - Great Walk,Year-round,Mosquito Bay Campsite (water access only),Capacity,1/10/2012,1080
Abel Tasman Coast Track - Great Walk,Year-round,Mutton Cove Campsite,BookedUnits,1/10/2012,44
Abel Tasman Coast Track - Great Walk,Year-round,Mutton Cove Campsite,Capacity,1/10/2012,1160
Abel Tasman Coast Track - Great Walk,Year-round,Observation Beach Campsite,BookedUnits,1/10/2012,28
Abel Tasman Coast Track - Great Walk,Year-round,Observation Beach Campsite,Capacity,1/10/2012,348
Abel Tasman Coast Track - Great Walk,Year-round,Onetahuti Bay Campsite,BookedUnits,1/10/2012,109
Abel Tasman Coast Track - Great Walk,Year-round,Onetahuti Bay Campsite,Capacity,1/10/2012,1160
Abel Tasman Coast Track - Great Walk,Year-round,Te Pukatea Bay Campsite,BookedUnits,1/10/2012,156
Abel Tasman Coast Track - Great Walk,Year-round,Te Pukatea Bay Campsite,Capacity,1/10/2012,420
Abel Tasman Coast Track - Great Walk,Year-round,Tinline Campsite,BookedUnits,1/10/2012,8
Abel Tasman Coast Track - Great Walk,Year-round,Tinline Campsite,Capacity,1/10/2012,750
Abel Tasman Coast Track - Great Walk,Year-round,Tonga Quarry Campsite,BookedUnits,1/10/2012,25
Abel Tasman Coast Track - Great Walk,Year-round,Tonga Quarry Campsite,Capacity,1/10/2012,600
Abel Tasman Coast Track - Great Walk,Year-round,Torrent Bay Village Campsite,BookedUnits,1/10/2012,46
Abel Tasman Coast Track - Great Walk,Year-round,Torrent Bay Village Campsite,Capacity,1/10/2012,580
Abel Tasman Coast Track - Great Walk,Year-round,Totaranui Great Walk Campsite,BookedUnits,1/10/2012,62
Abel Tasman Coast Track - Great Walk,Year-round,Totaranui Great Walk Campsite,Capacity,1/10/2012,1e3
Abel Tasman Coast Track - Great Walk,Year-round,Waiharakeke Bay Campsite,BookedUnits,1/10/2012,14
Abel Tasman Coast Track - Great Walk,Year-round,Waiharakeke Bay Campsite,Capacity,1/10/2012,520
Abel Tasman Coast Track - Great Walk,Year-round,Watering Cove Campsite,BookedUnits,1/10/2012,24
Abel Tasman Coast Track - Great Walk,Year-round,Watering Cove Campsite,Capacity,1/10/2012,280
Abel Tasman Coast Track - Great Walk,Year-round,Whariwharangi Bay Campsite,BookedUnits,1/10/2012,63
Abel Tasman Coast Track - Great Walk,Year-round,Whariwharangi Bay Campsite,Capacity,1/10/2012,1200
Abel Tasman Coast Track - Great Walk,Year-round,Whariwharangi Hut,BookedUnits,1/10/2012,167
Abel Tasman Coast Track - Great Walk,Year-round,Whariwharangi Hut,Capacity,1/10/2012,560
Heaphy Track - Great Walk,Year-round,Aorere Campsite,BookedUnits,1/10/2012,5
Heaphy Track - Great Walk,Year-round,Aorere Campsite,Capacity,1/10/2012,300
Heaphy Track - Great Walk,Year-round,Brown Campsite,BookedUnits,1/10/2012,12
Heaphy Track - Great Walk,Year-round,Brown Campsite,Capacity,1/10/2012,600
Heaphy Track - Great Walk,Year-round,Brown Hut,BookedUnits,1/10/2012,54
Heaphy Track - Great Walk,Year-round,Brown Hut,Capacity,1/10/2012,464
Heaphy Track - Great Walk,Year-round,Gouland Downs Campsite,BookedUnits,1/10/2012,5
Heaphy Track - Great Walk,Year-round,Gouland Downs Campsite,Capacity,1/10/2012,300
Heaphy Track - Great Walk,Year-round,Gouland Downs Hut,BookedUnits,1/10/2012,23
Heaphy Track - Great Walk,Year-round,Gouland Downs Hut,Capacity,1/10/2012,208
Heaphy Track - Great Walk,Year-round,Heaphy Campsite,BookedUnits,1/10/2012,12
Heaphy Track - Great Walk,Year-round,Heaphy Campsite,Capacity,1/10/2012,1160
Heaphy Track - Great Walk,Year-round,Heaphy Hut,BookedUnits,1/10/2012,223
Heaphy Track - Great Walk,Year-round,Heaphy Hut,Capacity,1/10/2012,992
Heaphy Track - Great Walk,Year-round,Katipo Creek Shelter Campsite,BookedUnits,1/10/2012,0
Heaphy Track - Great Walk,Year-round,Katipo Creek Shelter Campsite,Capacity,1/10/2012,300
Heaphy Track - Great Walk,Year-round,Lewis Hut,BookedUnits,1/10/2012,331
Heaphy Track - Great Walk,Year-round,Lewis Hut,Capacity,1/10/2012,600
Heaphy Track - Great Walk,Year-round,Mackay Campsite,BookedUnits,1/10/2012,8
Heaphy Track - Great Walk,Year-round,Mackay Campsite,Capacity,1/10/2012,216
Heaphy Track - Great Walk,Year-round,Mackay Hut,BookedUnits,1/10/2012,186
Heaphy Track - Great Walk,Year-round,Mackay Hut,Capacity,1/10/2012,812
Heaphy Track - Great Walk,Year-round,Perry Saddle Campsite,BookedUnits,1/10/2012,
Heaphy Track - Great Walk,Year-round,Perry Saddle Campsite,Capacity,1/10/2012,
Heaphy Track - Great Walk,Year-round,Perry Saddle Hut,BookedUnits,1/10/2012,245
Heaphy Track - Great Walk,Year-round,Perry Saddle Hut,Capacity,1/10/2012,840
Heaphy Track - Great Walk,Year-round,Saxon Campsite,BookedUnits,1/10/2012,10
Heaphy Track - Great Walk,Year-round,Saxon Campsite,Capacity,1/10/2012,300
Heaphy Track - Great Walk,Year-round,Saxon Hut,BookedUnits,1/10/2012,98
Heaphy Track - Great Walk,Year-round,Saxon Hut,Capacity,1/10/2012,416
Heaphy Track - Great Walk,Year-round,Scotts Beach Campsite,BookedUnits,1/10/2012,0
Heaphy Track - Great Walk,Year-round,Scotts Beach Campsite,Capacity,1/10/2012,600
Kepler Track - Great Walk,Seasonal,Brod Bay Campsite,BookedUnits,1/10/2012,3
Kepler Track - Great Walk,Seasonal,Brod Bay Campsite,Capacity,1/10/2012,120
Kepler Track - Great Walk,Seasonal,Iris Burn Campsite,BookedUnits,1/10/2012,9
Kepler Track - Great Walk,Seasonal,Iris Burn Campsite,Capacity,1/10/2012,120
Kepler Track - Great Walk,Seasonal,Iris Burn Hut,BookedUnits,1/10/2012,21
Kepler Track - Great Walk,Seasonal,Iris Burn Hut,Capacity,1/10/2012,250
Kepler Track - Great Walk,Seasonal,Luxmore Hut,BookedUnits,1/10/2012,53
Kepler Track - Great Walk,Seasonal,Luxmore Hut,Capacity,1/10/2012,432
Kepler Track - Great Walk,Seasonal,Moturau Hut,BookedUnits,1/10/2012,14
Kepler Track - Great Walk,Seasonal,Moturau Hut,Capacity,1/10/2012,200
Lake Waikaremoana Track - Great Walk,Year-round,Korokoro Campsite,BookedUnits,1/10/2012,45
Lake Waikaremoana Track - Great Walk,Year-round,Korokoro Campsite,Capacity,1/10/2012,520
Lake Waikaremoana Track - Great Walk,Year-round,Marauiti Hut,BookedUnits,1/10/2012,225
Lake Waikaremoana Track - Great Walk,Year-round,Marauiti Hut,Capacity,1/10/2012,700
Lake Waikaremoana Track - Great Walk,Year-round,Maraunui Campsite,BookedUnits,1/10/2012,59
Lake Waikaremoana Track - Great Walk,Year-round,Maraunui Campsite,Capacity,1/10/2012,560
Lake Waikaremoana Track - Great Walk,Year-round,Panekire Hut,BookedUnits,1/10/2012,428
Lake Waikaremoana Track - Great Walk,Year-round,Panekire Hut,Capacity,1/10/2012,1116
