great_walk,seasonality,hut_or_campsite,measure,date,count
Lake Waikaremoana Track - Great Walk,Year-round,Tapuaenui campsite,BookedUnits,1/10/2012,12
Lake Waikaremoana Track - Great Walk,Year-round,Tapuaenui campsite,Capacity,1/10/2012,600
Lake Waikaremoana Track - Great Walk,Year-round,Waiharuru  Campsite,BookedUnits,1/10/2012,43
Lake Waikaremoana Track - Great Walk,Year-round,Waiharuru  Campsite,Capacity,1/10/2012,560
Lake Waikaremoana Track - Great Walk,Year-round,Waiharuru Hut,BookedUnits,1/10/2012,347
Lake Waikaremoana Track - Great Walk,Year-round,Waiharuru Hut,Capacity,1/10/2012,1160
Lake Waikaremoana Track - Great Walk,Year-round,Waiopaoa Campsite,BookedUnits,1/10/2012,49
Lake Waikaremoana Track - Great Walk,Year-round,Waiopaoa Campsite,Capacity,1/10/2012,520
Lake Waikaremoana Track - Great Walk,Year-round,Waiopaoa Hut,BookedUnits,1/10/2012,354
Lake Waikaremoana Track - Great Walk,Year-round,Waiopaoa Hut,Capacity,1/10/2012,810
Lake Waikaremoana Track - Great Walk,Year-round,Whanganui Hut,BookedUnits,1/10/2012,100
Lake Waikaremoana Track - Great Walk,Year-round,Whanganui Hut,Capacity,1/10/2012,468
Milford Track - Great Walk,Seasonal,Clinton Hut,BookedUnits,1/10/2012,267
Milford Track - Great Walk,Seasonal,Clinton Hut,Capacity,1/10/2012,360
Milford Track - Great Walk,Seasonal,Dumpling Hut,BookedUnits,1/10/2012,217
Milford Track - Great Walk,Seasonal,Dumpling Hut,Capacity,1/10/2012,280
Milford Track - Great Walk,Seasonal,Mintaro Hut,BookedUnits,1/10/2012,248
Milford Track - Great Walk,Seasonal,Mintaro Hut,Capacity,1/10/2012,320
Rakiura Track - Great Walk,Year-round,Maori Beach Campsite,BookedUnits,1/10/2012,4
Rakiura Track - Great Walk,Year-round,Maori Beach Campsite,Capacity,1/10/2012,496
Rakiura Track - Great Walk,Year-round,North Arm Campsite,BookedUnits,1/10/2012,11
Rakiura Track - Great Walk,Year-round,North Arm Campsite,Capacity,1/10/2012,464
Rakiura Track - Great Walk,Year-round,North Arm Hut,BookedUnits,1/10/2012,88
Rakiura Track - Great Walk,Year-round,North Arm Hut,Capacity,1/10/2012,720
Rakiura Track - Great Walk,Year-round,Port William Campsite,BookedUnits,1/10/2012,18
Rakiura Track - Great Walk,Year-round,Port William Campsite,Capacity,1/10/2012,416
Rakiura Track - Great Walk,Year-round,Port William Hut,BookedUnits,1/10/2012,113
Rakiura Track - Great Walk,Year-round,Port William Hut,Capacity,1/10/2012,744
Routeburn Track - Great Walk,Seasonal,Lake Howden Hut,BookedUnits,1/10/2012,12
Routeburn Track - Great Walk,Seasonal,Lake Howden Hut,Capacity,1/10/2012,140
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Campsite,BookedUnits,1/10/2012,10
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Campsite,Capacity,1/10/2012,120
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Hut,BookedUnits,1/10/2012,51
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Hut,Capacity,1/10/2012,400
Routeburn Track - Great Walk,Seasonal,Routeburn Falls Hut,BookedUnits,1/10/2012,48
Routeburn Track - Great Walk,Seasonal,Routeburn Falls Hut,Capacity,1/10/2012,384
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Campsite,BookedUnits,1/10/2012,2
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Campsite,Capacity,1/10/2012,120
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Hut,BookedUnits,1/10/2012,4
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Hut,Capacity,1/10/2012,120
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Campsite,BookedUnits,1/10/2012,22
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Campsite,Capacity,1/10/2012,187
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Hut,BookedUnits,1/10/2012,56
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Hut,Capacity,1/10/2012,240
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Campsite,BookedUnits,1/10/2012,23
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Campsite,Capacity,1/10/2012,140
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Hut,BookedUnits,1/10/2012,80
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Hut,Capacity,1/10/2012,312
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Campsite,BookedUnits,1/10/2012,14
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Campsite,Capacity,1/10/2012,144
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Hut,BookedUnits,1/10/2012,116
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Hut,Capacity,1/10/2012,364
Whanganui Journey - Great Walk,Seasonal,John Coull Campsite,BookedUnits,1/10/2012,59
Whanganui Journey - Great Walk,Seasonal,John Coull Campsite,Capacity,1/10/2012,1080
Whanganui Journey - Great Walk,Seasonal,John Coull Hut,BookedUnits,1/10/2012,91
Whanganui Journey - Great Walk,Seasonal,John Coull Hut,Capacity,1/10/2012,600
Whanganui Journey - Great Walk,Seasonal,Maharanui Campsite,BookedUnits,1/10/2012,13
Whanganui Journey - Great Walk,Seasonal,Maharanui Campsite,Capacity,1/10/2012,1080
Whanganui Journey - Great Walk,Seasonal,Mangapapa Campsite,BookedUnits,1/10/2012,30
Whanganui Journey - Great Walk,Seasonal,Mangapapa Campsite,Capacity,1/10/2012,580
Whanganui Journey - Great Walk,Seasonal,Mangapurua Campsite,BookedUnits,1/10/2012,10
Whanganui Journey - Great Walk,Seasonal,Mangapurua Campsite,Capacity,1/10/2012,620
Whanganui Journey - Great Walk,Seasonal,Mangawaiiti Campsite,BookedUnits,1/10/2012,22
Whanganui Journey - Great Walk,Seasonal,Mangawaiiti Campsite,Capacity,1/10/2012,1008
Whanganui Journey - Great Walk,Seasonal,Ngaporo Campsite,BookedUnits,1/10/2012,23
Whanganui Journey - Great Walk,Seasonal,Ngaporo Campsite,Capacity,1/10/2012,540
Whanganui Journey - Great Walk,Seasonal,Ohauora Campsite,BookedUnits,1/10/2012,12
Whanganui Journey - Great Walk,Seasonal,Ohauora Campsite,Capacity,1/10/2012,580
Whanganui Journey - Great Walk,Seasonal,Ohinepane Campsite,BookedUnits,1/10/2012,10
Whanganui Journey - Great Walk,Seasonal,Ohinepane Campsite,Capacity,1/10/2012,1080
Whanganui Journey - Great Walk,Seasonal,Poukaria Campsite,BookedUnits,1/10/2012,22
Whanganui Journey - Great Walk,Seasonal,Poukaria Campsite,Capacity,1/10/2012,580
Whanganui Journey - Great Walk,Seasonal,Tieke Campsite,BookedUnits,1/10/2012,64
Whanganui Journey - Great Walk,Seasonal,Tieke Campsite,Capacity,1/10/2012,936
Whanganui Journey - Great Walk,Seasonal,Tieke Kainga Hut,BookedUnits,1/10/2012,34
Whanganui Journey - Great Walk,Seasonal,Tieke Kainga Hut,Capacity,1/10/2012,500
Whanganui Journey - Great Walk,Seasonal,Whakahoro Bunkroom,BookedUnits,1/10/2012,2
Whanganui Journey - Great Walk,Seasonal,Whakahoro Bunkroom,Capacity,1/10/2012,260
Whanganui Journey - Great Walk,Seasonal,Whakahoro Campsite,BookedUnits,1/10/2012,52
Whanganui Journey - Great Walk,Seasonal,Whakahoro Campsite,Capacity,1/10/2012,1044
Abel Tasman Coast Track - Great Walk,Year-round,Akersten Bay Campsite,BookedUnits,1/11/2012,38
Abel Tasman Coast Track - Great Walk,Year-round,Akersten Bay Campsite,Capacity,1/11/2012,180
Abel Tasman Coast Track - Great Walk,Year-round,Anapai Bay Campsite,BookedUnits,1/11/2012,50
Abel Tasman Coast Track - Great Walk,Year-round,Anapai Bay Campsite,Capacity,1/11/2012,336
Abel Tasman Coast Track - Great Walk,Year-round,Anchorage Campsite,BookedUnits,1/11/2012,1116
Abel Tasman Coast Track - Great Walk,Year-round,Anchorage Campsite,Capacity,1/11/2012,3e3
Abel Tasman Coast Track - Great Walk,Year-round,Anchorage Hut,BookedUnits,1/11/2012,632
Abel Tasman Coast Track - Great Walk,Year-round,Anchorage Hut,Capacity,1/11/2012,1020
Abel Tasman Coast Track - Great Walk,Year-round,Apple Tree Bay Campsite,BookedUnits,1/11/2012,63
Abel Tasman Coast Track - Great Walk,Year-round,Apple Tree Bay Campsite,Capacity,1/11/2012,870
Abel Tasman Coast Track - Great Walk,Year-round,Awaroa Campsite,BookedUnits,1/11/2012,269
Abel Tasman Coast Track - Great Walk,Year-round,Awaroa Campsite,Capacity,1/11/2012,1080
Abel Tasman Coast Track - Great Walk,Year-round,Awaroa Hut,BookedUnits,1/11/2012,401
Abel Tasman Coast Track - Great Walk,Year-round,Awaroa Hut,Capacity,1/11/2012,780
Abel Tasman Coast Track - Great Walk,Year-round,Bark Bay Campsite,BookedUnits,1/11/2012,596
Abel Tasman Coast Track - Great Walk,Year-round,Bark Bay Campsite,Capacity,1/11/2012,2400
Abel Tasman Coast Track - Great Walk,Year-round,Bark Bay Hut,BookedUnits,1/11/2012,611
Abel Tasman Coast Track - Great Walk,Year-round,Bark Bay Hut,Capacity,1/11/2012,1020
Abel Tasman Coast Track - Great Walk,Year-round,Coquille Campsite,BookedUnits,1/11/2012,0
Abel Tasman Coast Track - Great Walk,Year-round,Coquille Campsite,Capacity,1/11/2012,360
Abel Tasman Coast Track - Great Walk,Year-round,Huffams Overflow Campsite,BookedUnits,1/11/2012,0
Abel Tasman Coast Track - Great Walk,Year-round,Huffams Overflow Campsite,Capacity,1/11/2012,300
Abel Tasman Coast Track - Great Walk,Year-round,Mosquito Bay Campsite (water access only),BookedUnits,1/11/2012,130
Abel Tasman Coast Track - Great Walk,Year-round,Mosquito Bay Campsite (water access only),Capacity,1/11/2012,1080
Abel Tasman Coast Track - Great Walk,Year-round,Mutton Cove Campsite,BookedUnits,1/11/2012,91
Abel Tasman Coast Track - Great Walk,Year-round,Mutton Cove Campsite,Capacity,1/11/2012,1160
Abel Tasman Coast Track - Great Walk,Year-round,Observation Beach Campsite,BookedUnits,1/11/2012,31
Abel Tasman Coast Track - Great Walk,Year-round,Observation Beach Campsite,Capacity,1/11/2012,336
Abel Tasman Coast Track - Great Walk,Year-round,Onetahuti Bay Campsite,BookedUnits,1/11/2012,288
Abel Tasman Coast Track - Great Walk,Year-round,Onetahuti Bay Campsite,Capacity,1/11/2012,1200
Abel Tasman Coast Track - Great Walk,Year-round,Te Pukatea Bay Campsite,BookedUnits,1/11/2012,284
Abel Tasman Coast Track - Great Walk,Year-round,Te Pukatea Bay Campsite,Capacity,1/11/2012,420
Abel Tasman Coast Track - Great Walk,Year-round,Tinline Campsite,BookedUnits,1/11/2012,35
Abel Tasman Coast Track - Great Walk,Year-round,Tinline Campsite,Capacity,1/11/2012,750
Abel Tasman Coast Track - Great Walk,Year-round,Tonga Quarry Campsite,BookedUnits,1/11/2012,103
Abel Tasman Coast Track - Great Walk,Year-round,Tonga Quarry Campsite,Capacity,1/11/2012,580
Abel Tasman Coast Track - Great Walk,Year-round,Torrent Bay Village Campsite,BookedUnits,1/11/2012,150
Abel Tasman Coast Track - Great Walk,Year-round,Torrent Bay Village Campsite,Capacity,1/11/2012,560
Abel Tasman Coast Track - Great Walk,Year-round,Totaranui Great Walk Campsite,BookedUnits,1/11/2012,172
Abel Tasman Coast Track - Great Walk,Year-round,Totaranui Great Walk Campsite,Capacity,1/11/2012,1120
Abel Tasman Coast Track - Great Walk,Year-round,Waiharakeke Bay Campsite,BookedUnits,1/11/2012,74
Abel Tasman Coast Track - Great Walk,Year-round,Waiharakeke Bay Campsite,Capacity,1/11/2012,500
Abel Tasman Coast Track - Great Walk,Year-round,Watering Cove Campsite,BookedUnits,1/11/2012,46
Abel Tasman Coast Track - Great Walk,Year-round,Watering Cove Campsite,Capacity,1/11/2012,270
Abel Tasman Coast Track - Great Walk,Year-round,Whariwharangi Bay Campsite,BookedUnits,1/11/2012,102
Abel Tasman Coast Track - Great Walk,Year-round,Whariwharangi Bay Campsite,Capacity,1/11/2012,1160
Abel Tasman Coast Track - Great Walk,Year-round,Whariwharangi Hut,BookedUnits,1/11/2012,186
Abel Tasman Coast Track - Great Walk,Year-round,Whariwharangi Hut,Capacity,1/11/2012,520
Heaphy Track - Great Walk,Year-round,Aorere Campsite,BookedUnits,1/11/2012,14
Heaphy Track - Great Walk,Year-round,Aorere Campsite,Capacity,1/11/2012,270
Heaphy Track - Great Walk,Year-round,Brown Campsite,BookedUnits,1/11/2012,9
Heaphy Track - Great Walk,Year-round,Brown Campsite,Capacity,1/11/2012,580
Heaphy Track - Great Walk,Year-round,Brown Hut,BookedUnits,1/11/2012,41
Heaphy Track - Great Walk,Year-round,Brown Hut,Capacity,1/11/2012,384
Heaphy Track - Great Walk,Year-round,Gouland Downs Campsite,BookedUnits,1/11/2012,24
Heaphy Track - Great Walk,Year-round,Gouland Downs Campsite,Capacity,1/11/2012,280
Heaphy Track - Great Walk,Year-round,Gouland Downs Hut,BookedUnits,1/11/2012,21
Heaphy Track - Great Walk,Year-round,Gouland Downs Hut,Capacity,1/11/2012,208
Heaphy Track - Great Walk,Year-round,Heaphy Campsite,BookedUnits,1/11/2012,75
Heaphy Track - Great Walk,Year-round,Heaphy Campsite,Capacity,1/11/2012,1200
Heaphy Track - Great Walk,Year-round,Heaphy Hut,BookedUnits,1/11/2012,298
Heaphy Track - Great Walk,Year-round,Heaphy Hut,Capacity,1/11/2012,928
Heaphy Track - Great Walk,Year-round,Katipo Creek Shelter Campsite,BookedUnits,1/11/2012,3
Heaphy Track - Great Walk,Year-round,Katipo Creek Shelter Campsite,Capacity,1/11/2012,280
Heaphy Track - Great Walk,Year-round,Lewis Hut,BookedUnits,1/11/2012,83
Heaphy Track - Great Walk,Year-round,Lewis Hut,Capacity,1/11/2012,600
Heaphy Track - Great Walk,Year-round,Mackay Campsite,BookedUnits,1/11/2012,38
Heaphy Track - Great Walk,Year-round,Mackay Campsite,Capacity,1/11/2012,224
Heaphy Track - Great Walk,Year-round,Mackay Hut,BookedUnits,1/11/2012,225
Heaphy Track - Great Walk,Year-round,Mackay Hut,Capacity,1/11/2012,784
Heaphy Track - Great Walk,Year-round,Perry Saddle Campsite,BookedUnits,1/11/2012,
Heaphy Track - Great Walk,Year-round,Perry Saddle Campsite,Capacity,1/11/2012,
Heaphy Track - Great Walk,Year-round,Perry Saddle Hut,BookedUnits,1/11/2012,278
Heaphy Track - Great Walk,Year-round,Perry Saddle Hut,Capacity,1/11/2012,756
Heaphy Track - Great Walk,Year-round,Saxon Campsite,BookedUnits,1/11/2012,23
Heaphy Track - Great Walk,Year-round,Saxon Campsite,Capacity,1/11/2012,280
Heaphy Track - Great Walk,Year-round,Saxon Hut,BookedUnits,1/11/2012,114
Heaphy Track - Great Walk,Year-round,Saxon Hut,Capacity,1/11/2012,416
Heaphy Track - Great Walk,Year-round,Scotts Beach Campsite,BookedUnits,1/11/2012,4
Heaphy Track - Great Walk,Year-round,Scotts Beach Campsite,Capacity,1/11/2012,540
Kepler Track - Great Walk,Seasonal,Brod Bay Campsite,BookedUnits,1/11/2012,80
Kepler Track - Great Walk,Seasonal,Brod Bay Campsite,Capacity,1/11/2012,750
Kepler Track - Great Walk,Seasonal,Iris Burn Campsite,BookedUnits,1/11/2012,157
Kepler Track - Great Walk,Seasonal,Iris Burn Campsite,Capacity,1/11/2012,810
Kepler Track - Great Walk,Seasonal,Iris Burn Hut,BookedUnits,1/11/2012,681
Kepler Track - Great Walk,Seasonal,Iris Burn Hut,Capacity,1/11/2012,1500
Kepler Track - Great Walk,Seasonal,Luxmore Hut,BookedUnits,1/11/2012,838
Kepler Track - Great Walk,Seasonal,Luxmore Hut,Capacity,1/11/2012,1620
Kepler Track - Great Walk,Seasonal,Moturau Hut,BookedUnits,1/11/2012,450
Kepler Track - Great Walk,Seasonal,Moturau Hut,Capacity,1/11/2012,1200
Lake Waikaremoana Track - Great Walk,Year-round,Korokoro Campsite,BookedUnits,1/11/2012,19
Lake Waikaremoana Track - Great Walk,Year-round,Korokoro Campsite,Capacity,1/11/2012,480
Lake Waikaremoana Track - Great Walk,Year-round,Marauiti Hut,BookedUnits,1/11/2012,145
Lake Waikaremoana Track - Great Walk,Year-round,Marauiti Hut,Capacity,1/11/2012,675
Lake Waikaremoana Track - Great Walk,Year-round,Maraunui Campsite,BookedUnits,1/11/2012,37
Lake Waikaremoana Track - Great Walk,Year-round,Maraunui Campsite,Capacity,1/11/2012,420
Lake Waikaremoana Track - Great Walk,Year-round,Panekire Hut,BookedUnits,1/11/2012,250
Lake Waikaremoana Track - Great Walk,Year-round,Panekire Hut,Capacity,1/11/2012,1080
Lake Waikaremoana Track - Great Walk,Year-round,Tapuaenui campsite,BookedUnits,1/11/2012,30
Lake Waikaremoana Track - Great Walk,Year-round,Tapuaenui campsite,Capacity,1/11/2012,480
Lake Waikaremoana Track - Great Walk,Year-round,Waiharuru  Campsite,BookedUnits,1/11/2012,38
Lake Waikaremoana Track - Great Walk,Year-round,Waiharuru  Campsite,Capacity,1/11/2012,520
Lake Waikaremoana Track - Great Walk,Year-round,Waiharuru Hut,BookedUnits,1/11/2012,166
Lake Waikaremoana Track - Great Walk,Year-round,Waiharuru Hut,Capacity,1/11/2012,1080
Lake Waikaremoana Track - Great Walk,Year-round,Waiopaoa Campsite,BookedUnits,1/11/2012,60
Lake Waikaremoana Track - Great Walk,Year-round,Waiopaoa Campsite,Capacity,1/11/2012,460
Lake Waikaremoana Track - Great Walk,Year-round,Waiopaoa Hut,BookedUnits,1/11/2012,292
Lake Waikaremoana Track - Great Walk,Year-round,Waiopaoa Hut,Capacity,1/11/2012,870
Lake Waikaremoana Track - Great Walk,Year-round,Whanganui Hut,BookedUnits,1/11/2012,45
Lake Waikaremoana Track - Great Walk,Year-round,Whanganui Hut,Capacity,1/11/2012,468
Milford Track - Great Walk,Seasonal,Clinton Hut,BookedUnits,1/11/2012,1152
Milford Track - Great Walk,Seasonal,Clinton Hut,Capacity,1/11/2012,1200
Milford Track - Great Walk,Seasonal,Dumpling Hut,BookedUnits,1/11/2012,1122
Milford Track - Great Walk,Seasonal,Dumpling Hut,Capacity,1/11/2012,1200
Milford Track - Great Walk,Seasonal,Mintaro Hut,BookedUnits,1/11/2012,1131
Milford Track - Great Walk,Seasonal,Mintaro Hut,Capacity,1/11/2012,1200
Rakiura Track - Great Walk,Year-round,Maori Beach Campsite,BookedUnits,1/11/2012,42
Rakiura Track - Great Walk,Year-round,Maori Beach Campsite,Capacity,1/11/2012,432
Rakiura Track - Great Walk,Year-round,North Arm Campsite,BookedUnits,1/11/2012,51
Rakiura Track - Great Walk,Year-round,North Arm Campsite,Capacity,1/11/2012,448
Rakiura Track - Great Walk,Year-round,North Arm Hut,BookedUnits,1/11/2012,158
Rakiura Track - Great Walk,Year-round,North Arm Hut,Capacity,1/11/2012,696
Rakiura Track - Great Walk,Year-round,Port William Campsite,BookedUnits,1/11/2012,58
Rakiura Track - Great Walk,Year-round,Port William Campsite,Capacity,1/11/2012,448
Rakiura Track - Great Walk,Year-round,Port William Hut,BookedUnits,1/11/2012,143
Rakiura Track - Great Walk,Year-round,Port William Hut,Capacity,1/11/2012,720
Routeburn Track - Great Walk,Seasonal,Lake Howden Hut,BookedUnits,1/11/2012,230
Routeburn Track - Great Walk,Seasonal,Lake Howden Hut,Capacity,1/11/2012,728
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Campsite,BookedUnits,1/11/2012,224
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Campsite,Capacity,1/11/2012,560
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Hut,BookedUnits,1/11/2012,869
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Hut,Capacity,1/11/2012,1500
Routeburn Track - Great Walk,Seasonal,Routeburn Falls Hut,BookedUnits,1/11/2012,905
Routeburn Track - Great Walk,Seasonal,Routeburn Falls Hut,Capacity,1/11/2012,1440
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Campsite,BookedUnits,1/11/2012,187
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Campsite,Capacity,1/11/2012,870
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Hut,BookedUnits,1/11/2012,142
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Hut,Capacity,1/11/2012,520
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Campsite,BookedUnits,1/11/2012,71
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Campsite,Capacity,1/11/2012,323
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Hut,BookedUnits,1/11/2012,178
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Hut,Capacity,1/11/2012,480
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Campsite,BookedUnits,1/11/2012,69
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Campsite,Capacity,1/11/2012,294
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Hut,BookedUnits,1/11/2012,166
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Hut,Capacity,1/11/2012,572
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Campsite,BookedUnits,1/11/2012,83
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Campsite,Capacity,1/11/2012,276
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Hut,BookedUnits,1/11/2012,293
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Hut,Capacity,1/11/2012,784
Whanganui Journey - Great Walk,Seasonal,John Coull Campsite,BookedUnits,1/11/2012,172
Whanganui Journey - Great Walk,Seasonal,John Coull Campsite,Capacity,1/11/2012,972
Whanganui Journey - Great Walk,Seasonal,John Coull Hut,BookedUnits,1/11/2012,129
Whanganui Journey - Great Walk,Seasonal,John Coull Hut,Capacity,1/11/2012,648
Whanganui Journey - Great Walk,Seasonal,Maharanui Campsite,BookedUnits,1/11/2012,68
Whanganui Journey - Great Walk,Seasonal,Maharanui Campsite,Capacity,1/11/2012,972
Whanganui Journey - Great Walk,Seasonal,Mangapapa Campsite,BookedUnits,1/11/2012,30
Whanganui Journey - Great Walk,Seasonal,Mangapapa Campsite,Capacity,1/11/2012,580
